package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
0143-9144-02,Liraglutide Injection,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-02)","Hikma Pharmaceuticals USA, Inc.",2023-07-18,2026-03-12,,Available,Current,Unavailable,Endocrinology/Metabolism,Revised,Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False
0641-6053-25,Meperidine Hydrochloride Injection,Injection,"Meperidine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-6053-25)","Hikma Pharmaceuticals USA, Inc.",2025-05-30,2026-03-12,,Unavailable,Current,Shortage of an active ingredient,Analgesia/Addiction,Reverified,Shortage of an active ingredient,1,2,1,10,2.3978952727983707,False,False
0641-6147-10,Sterile Water Injection,Injection,"Sterile Water, Injection, 1 mL/1 mL (NDC 0641-6147-10)","Hikma Pharmaceuticals USA, Inc.",2021-11-23,2026-03-12,,Available,Current,Unavailable,Other,Revised,Additional lots will be scheduled for manufacturing. Product will be made available as it is released.,0,5,1,12,2.5649493574615367,False,False
0054-0373-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0054-0373-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0641-6001-25,Lorazepam Injection,Injection,"Ativan, Injection, 2 mg/1 mL (NDC 0641-6001-25)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Limited Availability,Current,Demand increase for the drug,Neurology,Revised,Lots are being manufactured to meet demand,1,4,1,11,2.4849066497880004,False,False
0143-9577-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 0143-9577-10)","Hikma Pharmaceuticals USA, Inc.",2018-06-13,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,10,1,70,4.2626798770413155,False,False
17478-050-05,Sufentanil Citrate Injection,Injection,"Sufentanil Citrate, Injection, 50 mcg/1 mL (NDC 17478-050-05)","Hikma Pharmaceuticals USA, Inc.",2022-05-03,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Not currently manufactured,1,2,1,4,1.6094379124341003,False,False
0641-0367-25,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 0641-0367-25)","Hikma Pharmaceuticals USA, Inc.",2019-02-08,2026-03-12,,Available,Current,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Revised,Product will be made available as it is released.,0,5,1,16,2.833213344056216,False,False
0641-6059-01,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6059-01)","Hikma Pharmaceuticals USA, Inc.",2020-04-02,2026-03-12,,Available,Current,Unavailable,"Anesthesia, Neurology",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,6,1,30,3.4339872044851463,False,False
0143-9575-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 0143-9575-10)","Hikma Pharmaceuticals USA, Inc.",2018-06-13,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,10,1,70,4.2626798770413155,False,False
0641-6025-10,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 ug/1 mL (NDC 0641-6025-10)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Inventory available in vial presentations.,1,3,1,19,2.995732273553991,False,False
0143-9532-25,Dexmedetomidine Hydrochloride Injection,Injection,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 0143-9532-25)","Hikma Pharmaceuticals USA, Inc.",2020-04-10,2026-03-12,,Unavailable,Current,Demand increase for the drug,Anesthesia,Revised,Recovery duration unknown at this time,1,14,1,52,3.970291913552122,False,False
0641-6057-25,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6057-25)","Hikma Pharmaceuticals USA, Inc.",2020-04-02,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Neurology",Revised,Product temporarily on backorder.  Additional lots will be available in the April 2026 timefrime,1,6,1,30,3.4339872044851463,False,False
0641-6254-01,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0641-6254-01)","Hikma Pharmaceuticals USA, Inc.",2017-11-01,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,4,1,26,3.295836866004329,False,False
0143-9506-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9506-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Currently available.  Additional product will be made available as it is released.,0,6,1,19,2.995732273553991,False,False
0641-6026-05,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 ug/1 mL (NDC 0641-6026-05)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Inventory available in vial presentations.,1,3,1,19,2.995732273553991,False,False
0641-6247-25,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6247-25)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,3,1,19,2.995732273553991,False,False
0641-6045-25,Lorazepam Injection,Injection,"Lorazepam, Injection, 4 mg/1 mL (NDC 0641-6045-25)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
0143-9785-10,Valproate Sodium Injection,Injection,"Valproate Sodium, Injection, 500 mg/5 mL (NDC 0143-9785-10)","Hikma Pharmaceuticals USA, Inc.",2020-12-30,2026-03-12,,Available,Current,Unavailable,Neurology,Revised,Additional lots will be available.  Product will be made available as it is released.,0,2,1,2,1.0986122886681098,False,False
0641-6003-25,Lorazepam Injection,Injection,"Ativan, Injection, 4 mg/1 mL (NDC 0641-6003-25)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
0641-6060-10,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6060-10)","Hikma Pharmaceuticals USA, Inc.",2020-04-02,2026-03-12,,Available,Current,Unavailable,"Anesthesia, Neurology",Revised,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,0,6,1,30,3.4339872044851463,False,False
0641-6047-10,Lorazepam Injection,Injection,"Lorazepam, Injection, 4 mg/1 mL (NDC 0641-6047-10)","Hikma Pharmaceuticals USA, Inc.",2018-05-03,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
0641-6008-10,Bumetanide Injection,Injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 0641-6008-10)","Hikma Pharmaceuticals USA, Inc.",2018-01-31,2026-03-12,,Available,Current,Unavailable,Cardiovascular,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,5,1,12,2.5649493574615367,False,False
0641-6052-25,Meperidine Hydrochloride Injection,Injection,"Meperidine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-6052-25)","Hikma Pharmaceuticals USA, Inc.",2025-05-30,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0641-6082-25,Promethazine Hydrochloride Injection,Injection,"Phenergan, Injection, 25 mg/1 mL (NDC 0641-6082-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0143-9393-10,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 5 mg per vial (NDC 0143-9393-10)","Hikma Pharmaceuticals USA, Inc.",2022-06-28,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots will be available.  Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False
0641-6044-25,Lorazepam Injection,Injection,"Lorazepam, Injection, 2 mg/1 mL (NDC 0641-6044-25)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Limited Availability,Current,Demand increase for the drug,Neurology,Revised,Lots are being manufactured to meet demand,1,4,1,11,2.4849066497880004,False,False
0641-6061-25,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6061-25)","Hikma Pharmaceuticals USA, Inc.",2020-04-02,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Neurology",Revised,Product temporarily on backorder.  Additional lots will be available in the April 2026 timefrime,1,6,1,30,3.4339872044851463,False,False
0641-0929-25,Promethazine Hydrochloride Injection,Injection,"Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-0929-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0641-6041-25,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0641-6041-25)","Hikma Pharmaceuticals USA, Inc.",2018-06-06,2026-03-12,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Shortage recovery: TBD,1,7,1,25,3.258096538021482,False,False
72572-161-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 72572-161-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Distributed by Civica,0,6,1,19,2.995732273553991,False,False
0054-0374-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0054-0374-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0143-9251-10,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 0143-9251-10)","Hikma Pharmaceuticals USA, Inc.",2023-02-15,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Additional lots will be available.  Product will be made available as it is released.,0,11,1,26,3.295836866004329,False,False
0143-9594-25,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)","Hikma Pharmaceuticals USA, Inc.",2018-06-13,2026-03-12,,Available,Current,Unavailable,Anesthesia,Reverified,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,0,10,1,70,4.2626798770413155,False,False
0641-6056-10,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6056-10)","Hikma Pharmaceuticals USA, Inc.",2020-04-02,2026-03-12,,Available,Current,Unavailable,"Anesthesia, Neurology",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,6,1,30,3.4339872044851463,False,False
0143-9392-10,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 2 mg per vial (NDC 0143-9392-10)","Hikma Pharmaceuticals USA, Inc.",2022-06-28,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots will be available.  Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False
0641-6020-10,Morphine Sulfate Injection,Injection,"Duramorph, Injection, .5 mg/1 mL (NDC 0641-6020-10)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,5,1,25,3.258096538021482,False,False
0641-1495-35,Promethazine Hydrochloride Injection,Injection,"Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-1495-35)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0641-6146-25,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6146-25)","Hikma Pharmaceuticals USA, Inc.",2019-02-08,2026-03-12,,Available,Current,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Revised,Currently available.  Additional product will be made available as it is released.,0,5,1,16,2.833213344056216,False,False
0143-9930-10,"Cefotaxime Sodium Powder, for Solution","Powder, For Solution","Cefotaxime Sodium, Powder, for Solution, 500 mg (NDC 0143-9930-10)","Hikma Pharmaceuticals USA, Inc.",2015-02-17,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anti-Infective, Pediatric",Revised,Shortage duration is unknown at this time.,1,2,1,6,1.9459101490553132,True,False
0054-0660-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0054-0660-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Revised,Available on allocation,1,13,1,90,4.51085950651685,True,False
0641-6145-25,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6145-25)","Hikma Pharmaceuticals USA, Inc.",2019-02-08,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Revised,Product temporarily on backorder.  Additional lots will be available in the April 2026 timefrime,1,5,1,16,2.833213344056216,False,False
0143-9519-10,Methotrexate Sodium Injection,Injection,"Methotrexate, Preservative Free, Injection, 25 mg/1 mL (NDC 0143-9519-10)","Hikma Pharmaceuticals USA, Inc.",2023-03-13,2026-03-12,,Available,Current,Unavailable,"Rheumatology, Oncology",Reverified,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,0,5,1,14,2.70805020110221,False,False
0143-9872-10,Propranolol Hydrochloride Injection,Injection,"Propranolol Hydrochloride, Injection, 1 mg/1 mL (NDC 0143-9872-10)","Hikma Pharmaceuticals USA, Inc.",2023-10-31,2026-03-12,,Unavailable,Current,Shortage of an active ingredient,Cardiovascular,Revised,Unavailable,1,2,1,2,1.0986122886681098,False,False
0641-6251-10,Atropine Sulfate Injection,Injection,"Atropine Sulfate, Injection, 0.4 mg/1 mL (NDC 0641-6251-10)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Available,Current,Unavailable,"Anesthesia, Neurology, Pediatric",Revised,,0,7,1,18,2.9444389791664403,False,False
0641-6000-10,Lorazepam Injection,Injection,"Ativan, Injection, 2 mg/1 mL (NDC 0641-6000-10)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
0143-9606-01,Azacitidine Injection,Injection,"Azacitidine, Injection, 100 mg/ Vial (NDC 0143-9606-01)","Hikma Pharmaceuticals USA, Inc.",2020-12-18,2026-03-12,,Available,Current,Unavailable,Oncology,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,9,1,9,2.302585092994046,False,False
0641-6039-01,Morphine Sulfate Injection,Injection,"Infumorph 200 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 10 mg/1 mL (NDC 0641-6039-01)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Unavailable,Current,Demand increase for the drug,Analgesia/Addiction,Revised,Product temporarily on backorder.  Additional lots will be available in the April - May 2026 timefrime,1,5,1,25,3.258096538021482,False,False
0143-9311-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9311-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Novaplus,0,6,1,19,2.995732273553991,False,False
46163-212-92,Peritoneal Dialysis Solution,Solution,"DELFLEX® w/Dextrose, Solution, 4.25% Low Mg/Low Ca 2L, 5/cs (NDC 46163-212-92)",Fresenius Medical Care North America,2026-03-10,2026-03-10,2026-03-10,,To Be Discontinued,Unavailable,Renal,New,"The NDC codes are being discontinued, to be replaced with NDC labeler code #46163.",0,1,1,6,1.9459101490553132,True,False
46163-206-92,Peritoneal Dialysis Solution,Solution,"DELFLEX® w/Dextrose, Solution, 1.5% Low Mg/Low Ca 2L, 5/cs (NDC 46163-206-92)",Fresenius Medical Care North America,2026-03-10,2026-03-10,2026-03-10,,To Be Discontinued,Unavailable,Renal,New,"The NDC codes are being discontinued, to be replaced with NDC labeler code #46163.",0,1,1,6,1.9459101490553132,True,False
49230-209-94,Peritoneal Dialysis Solution,Solution,"DELFLEX® w/Dextrose, Solution, 2.5% Low Mg/Low Ca 2.5L/3L, 5/cs (NDC 49230-209-94)",Fresenius Medical Care North America,2026-03-10,2026-03-10,2026-03-10,,To Be Discontinued,Unavailable,Renal,New,"The NDC codes are being discontinued, to be replaced with NDC labeler code #46163.",0,1,1,6,1.9459101490553132,True,False
